S,I,R
99,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
96,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,3,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
95,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,4,0
94,5,0
94,5,0
94,5,0
94,5,0
94,5,0
94,5,0
94,5,0
94,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,0
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
93,5,1
92,5,1
92,5,1
92,5,1
92,5,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
92,6,1
91,6,1
91,6,1
91,6,1
91,6,1
91,6,1
91,6,1
91,6,1
91,6,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
91,7,1
