S,I,R
99,1,0
99,1,0
99,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,1,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
97,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,2,0
96,3,0
96,3,0
96,2,0
96,2,1
96,2,1
95,3,1
95,2,1
95,2,1
95,2,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
95,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,3,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
94,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,1
93,4,2
93,4,2
92,5,2
